"publisher","journal_name","issn","type_colection","type","SJR_2015","JCR_2014"
NA,"Society for Science and Education United Kingdom","2055-1266","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","2054-7404","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","2055-0286","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","2169-6129","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","2319-6491","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","2230-2237","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","6459-6465","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","4244-0463","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","2277-212X","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","3592-3601","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","3247-3254","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","2203-2217","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","7858-7869","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","7391-7395","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","2220-2223","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","7063-7094","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","1118-1133","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","1337-4340","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","2535-2545","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","1635-1650","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","2515-2535","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","3159-0040","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","2255-2271","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","1221-1224","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","2522-2531","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","5723-5731","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","1845-1852","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","2917-2924","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","6872-6875","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","2346-2352","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","3520-3523","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","3056-3072","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","3091-3102","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","1195-1217","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","6019-6026","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","1273-1289","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","1548-0217","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","1061-1073","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","1257-1267","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","3880-3887","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","3049-3067","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","0718-2376","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","1657-6276","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","0736-2066","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","1839-1844","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","5210-2009","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","1856-1858","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","1800-1850","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","1550-1850","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","1794-1869","webscraping","publisher",NA,NA
NA,"Society for Science and Education United Kingdom","1075-1095","webscraping","publisher",NA,NA
NA,"Symbiosis","2372-0980","webscraping","publisher",NA,NA
NA,"Symbiosis","2381-2907","webscraping","publisher",NA,NA
NA,"Symbiosis","2374-6882","webscraping","publisher",NA,NA
NA,"Symbiosis","2372-0921","webscraping","publisher",NA,NA
NA,"Symbiosis","2374-8141","webscraping","publisher",NA,NA
NA,"Symbiosis","2374-815X","webscraping","publisher",NA,NA
NA,"Symbiosis","6148-9481","webscraping","publisher",NA,NA
NA,"Symbiosis","5104-9556","webscraping","publisher",NA,NA
NA,"Symbiosis","7968-7144","webscraping","publisher",NA,NA
NA,"Symbiosis","0752-1928","webscraping","publisher",NA,NA
NA,"Symbiosis","0451-3030","webscraping","publisher",NA,NA
NA,"Symbiosis","4088-8142","webscraping","publisher",NA,NA
NA,"Symbiosis","2374-6858","webscraping","publisher",NA,NA
NA,"Symbiosis","4190-0000","webscraping","publisher",NA,NA
NA,"Symbiosis","1209-1049","webscraping","publisher",NA,NA
NA,"Symbiosis","3457-5475","webscraping","publisher",NA,NA
NA,"Symbiosis","5168-7799","webscraping","publisher",NA,NA
NA,"Symbiosis","2656-0663","webscraping","publisher",NA,NA
NA,"Symbiosis","4448-2136","webscraping","publisher",NA,NA
NA,"Symbiosis","0706-8969","webscraping","publisher",NA,NA
NA,"Symbiosis","2880-4236","webscraping","publisher",NA,NA
NA,"Symbiosis","8093-4641","webscraping","publisher",NA,NA
NA,"Symbiosis","4553-4838","webscraping","publisher",NA,NA
NA,"Symbiosis","3937-7242","webscraping","publisher",NA,NA
NA,"Symbiosis","4928-2620","webscraping","publisher",NA,NA
NA,"Symbiosis","3057-5303","webscraping","publisher",NA,NA
NA,"Symbiosis","3838-2996","webscraping","publisher",NA,NA
NA,"Symbiosis","1902-4797","webscraping","publisher",NA,NA
NA,"Symbiosis","5390-9160","webscraping","publisher",NA,NA
NA,"Symbiosis","1644-1655","webscraping","publisher",NA,NA
NA,"Symbiosis","1012-1022","webscraping","publisher",NA,NA
NA,"Symbiosis","1599-1608","webscraping","publisher",NA,NA
NA,"Symbiosis","3636-4364","webscraping","publisher",NA,NA
NA,"Symbiosis","8088-3809","webscraping","publisher",NA,NA
NA,"Symbiosis","5164-5172","webscraping","publisher",NA,NA
NA,"Symbiosis","5943-5952","webscraping","publisher",NA,NA
NA,"Symbiosis","7523-7528","webscraping","publisher",NA,NA
NA,"Symbiosis","1847-1859","webscraping","publisher",NA,NA
NA,"Symbiosis","1591-1601","webscraping","publisher",NA,NA
NA,"Symbiosis","1338-1345","webscraping","publisher",NA,NA
NA,"Symbiosis","4981-4988","webscraping","publisher",NA,NA
NA,"Symbiosis","1802-1181","webscraping","publisher",NA,NA
NA,"Symbiosis","4874-2487","webscraping","publisher",NA,NA
NA,"Symbiosis","5409-2541","webscraping","publisher",NA,NA
NA,"Symbiosis","1323-1367","webscraping","publisher",NA,NA
NA,"Symbiosis","1272-1281","webscraping","publisher",NA,NA
NA,"Symbiosis","1471-0072","webscraping","publisher",32.928,"37.806"
NA,"Symbiosis","1471-0080","webscraping","publisher",32.928,NA
NA,"Symbiosis","1471-4906","webscraping","publisher",7.306,"10.399"
NA,"Symbiosis","0005-2728","webscraping","publisher",2.671,"5.353"
NA,"Symbiosis","5373-1974","webscraping","publisher",NA,NA
NA,"Symbiosis","5373-2000","webscraping","publisher",NA,NA
NA,"Symbiosis","7555-1068","webscraping","publisher",NA,NA
NA,"Symbiosis","5430-5432","webscraping","publisher",NA,NA
NA,"Symbiosis","0165-1218","webscraping","publisher",NA,NA
NA,"Symbiosis","5146-5150","webscraping","publisher",NA,NA
NA,"Symbiosis","2885-2892","webscraping","publisher",NA,NA
NA,"Symbiosis","1733-1735","webscraping","publisher",NA,NA
NA,"Symbiosis","2042-2204","webscraping","publisher",NA,NA
NA,"Symbiosis","5197-5202","webscraping","publisher",NA,NA
NA,"Symbiosis","3760-3764","webscraping","publisher",NA,NA
NA,"Symbiosis","1472-1478","webscraping","publisher",NA,NA
NA,"Symbiosis","9416-1942","webscraping","publisher",NA,NA
NA,"Symbiosis","3885-3892","webscraping","publisher",NA,NA
NA,"Symbiosis","0021-9193","webscraping","publisher",2.216,"2.808"
NA,"Symbiosis","3524-2353","webscraping","publisher",NA,NA
NA,"Symbiosis","7842-7847","webscraping","publisher",NA,NA
NA,"Symbiosis","1255-1264","webscraping","publisher",NA,NA
NA,"Symbiosis","0921-8777","webscraping","publisher",NA,NA
NA,"Symbiosis","0735-1074","webscraping","publisher",NA,NA
NA,"Symbiosis","2505-2511","webscraping","publisher",NA,NA
NA,"Symbiosis","0066-4154","webscraping","publisher",24.872,"30.283"
NA,"Symbiosis","0167-4838","webscraping","publisher",NA,NA
NA,"Symbiosis","6002-1600","webscraping","publisher",NA,NA
NA,"Symbiosis","6335-6339","webscraping","publisher",NA,NA
NA,"Symbiosis","4707-4711","webscraping","publisher",NA,NA
NA,"Symbiosis","1885-1890","webscraping","publisher",NA,NA
NA,"Symbiosis","4306-4311","webscraping","publisher",NA,NA
NA,"Symbiosis","0499-1050","webscraping","publisher",NA,NA
NA,"Symbiosis","7950-7956","webscraping","publisher",NA,NA
NA,"Symbiosis","2777-2781","webscraping","publisher",NA,NA
NA,"Symbiosis","1262-1266","webscraping","publisher",NA,NA
NA,"Symbiosis","3113-3117","webscraping","publisher",NA,NA
NA,"Symbiosis","2532-1253","webscraping","publisher",NA,NA
NA,"Symbiosis","7536-2754","webscraping","publisher",NA,NA
NA,"Symbiosis","4183-4189","webscraping","publisher",NA,NA
NA,"Symbiosis","4695-4701","webscraping","publisher",NA,NA
NA,"Symbiosis","4659-1466","webscraping","publisher",NA,NA
NA,"Symbiosis","0022-5282","webscraping","publisher",NA,NA
NA,"Symbiosis","2093-0618","webscraping","publisher",NA,NA
NA,"Symbiosis","0273-8481","webscraping","publisher",NA,NA
NA,"Symbiosis","0090-3493","webscraping","publisher",3.748,"6.312"
NA,"Symbiosis","5390-9068","webscraping","publisher",NA,NA
NA,"Symbiosis","5235-8573","webscraping","publisher",NA,NA
NA,"Symbiosis","1466-1268","webscraping","publisher",NA,NA
NA,"Symbiosis","5390-8573","webscraping","publisher",NA,NA
NA,"Symbiosis","1073-2322","webscraping","publisher",1.336,"3.045"
NA,"Symbiosis","1070-5295","webscraping","publisher",1.182,"2.617"
NA,"Symbiosis","0012-3692","webscraping","publisher",3.176,"7.483"
NA,"Symbiosis","0931-3311","webscraping","publisher",NA,NA
NA,"Symbiosis","2374-684X","webscraping","publisher",NA,NA
NA,"Symbiosis","5294-0113","webscraping","publisher",NA,NA
NA,"Symbiosis","2473-6430","webscraping","publisher",NA,NA
NA,"Symbiosis","1264-1268","webscraping","publisher",NA,NA
NA,"Symbiosis","2095-2098","webscraping","publisher",NA,NA
NA,"Symbiosis","1665-1673","webscraping","publisher",NA,NA
NA,"Symbiosis","1026-1039","webscraping","publisher",NA,NA
NA,"Symbiosis","1872-034X","webscraping","publisher",NA,NA
NA,"Symbiosis","1626-1635","webscraping","publisher",NA,NA
NA,"Symbiosis","8364-8376","webscraping","publisher",NA,NA
NA,"Symbiosis","3372-3377","webscraping","publisher",NA,NA
NA,"Symbiosis","6036-6043","webscraping","publisher",NA,NA
NA,"Symbiosis","2557-2562","webscraping","publisher",NA,NA
NA,"Symbiosis","1286-1296","webscraping","publisher",NA,NA
NA,"Symbiosis","4267-1427","webscraping","publisher",NA,NA
NA,"Symbiosis","1144-1152","webscraping","publisher",NA,NA
NA,"Symbiosis","1794-1803","webscraping","publisher",NA,NA
NA,"Symbiosis","7798-7803","webscraping","publisher",NA,NA
NA,"Symbiosis","1005-1015","webscraping","publisher",NA,NA
NA,"Symbiosis","2105-2113","webscraping","publisher",NA,NA
NA,"Symbiosis","2218-2224","webscraping","publisher",NA,NA
NA,"Symbiosis","1673-1674","webscraping","publisher",NA,NA
NA,"Symbiosis","1232-1242","webscraping","publisher",NA,NA
NA,"Symbiosis","1043-1049","webscraping","publisher",NA,NA
NA,"Symbiosis","1175-1179","webscraping","publisher",NA,NA
NA,"Symbiosis","1704-1712","webscraping","publisher",NA,NA
NA,"Symbiosis","2471-6529","webscraping","publisher",NA,NA
NA,"Symbiosis","9901-2277","webscraping","publisher",NA,NA
NA,"Symbiosis","1537-2073","webscraping","publisher",0.401,NA
NA,"Symbiosis","3695-2010","webscraping","publisher",NA,NA
NA,"Symbiosis","1353-6117","webscraping","publisher",NA,NA
NA,"Symbiosis","2013-2937","webscraping","publisher",NA,NA
NA,"Symbiosis","2012-1176","webscraping","publisher",NA,NA
NA,"Symbiosis","2045-9912","webscraping","publisher",0.312,NA
NA,"Symbiosis","1671-5411","webscraping","publisher",0.495,"1.395"
NA,"Symbiosis","2520-2531","webscraping","publisher",NA,NA
NA,"Symbiosis","1063-1071","webscraping","publisher",NA,NA
NA,"Symbiosis","1113-1119","webscraping","publisher",NA,NA
NA,"Symbiosis","2124-2132","webscraping","publisher",NA,NA
NA,"Symbiosis","2804-2812","webscraping","publisher",NA,NA
NA,"Symbiosis","1505-1513","webscraping","publisher",NA,NA
NA,"Symbiosis","2265-2272","webscraping","publisher",NA,NA
NA,"Symbiosis","1662-1672","webscraping","publisher",NA,NA
NA,"Symbiosis","1194-1197","webscraping","publisher",NA,NA
NA,"Symbiosis","2684-2694","webscraping","publisher",NA,NA
NA,"Symbiosis","2532-2541","webscraping","publisher",NA,NA
NA,"Symbiosis","2066-2073","webscraping","publisher",NA,NA
NA,"Symbiosis","1743-1752","webscraping","publisher",NA,NA
NA,"Symbiosis","2468-2476","webscraping","publisher",NA,NA
NA,"Symbiosis","1310-1315","webscraping","publisher",NA,NA
NA,"Symbiosis","3215-3222","webscraping","publisher",NA,NA
NA,"Symbiosis","3430-3433","webscraping","publisher",NA,NA
NA,"Symbiosis","1466-1476","webscraping","publisher",NA,NA
NA,"Symbiosis","1214-1225","webscraping","publisher",NA,NA
NA,"Symbiosis","2634-2644","webscraping","publisher",NA,NA
NA,"Symbiosis","1116-1127","webscraping","publisher",NA,NA
NA,"Symbiosis","4679-4687","webscraping","publisher",NA,NA
